A01,許智峯,951*,,,
A02,張翼雄,1432*,,,
A03,鄭麗琼,1291*,,,
A04,陳浩濂,1505*,,,
A05,陳捷貴,2169*,,,
A06,陳學鋒,1721*,,,
A07,葉國謙,2723*,,,
A08,張國鈞,1655*,,,
A09,林懷榮,1968*,,,
A10,陳財喜,1871*,,,
A11,盧懿杏,1875*,,,
A12,甘乃威,1450*,,,
A13,蕭嘉怡,1168*,,,
A14,李志恒,1739*,,,
A15,黃堅成,1353*,,,
B01,鄭其建,1625*,,,
B02,鄭琴淵,1552*,,,
B04,伍婉婷,1350*,,,
B05,黃楚峰,1266*,,,
B06,黎大偉,992*,,,
B07,"白韻琹 (白姐姐)",1262*,,,
B08,吳錦津,1422*,,,
B09,黃宏泰,1068*,,,
B10,李碧儀,1604*,,,
B11,李均頤,1765*,,,
C01,趙家賢,2529*,,,
C02,謝子祺,2270*,,,
C03,傅元章,1932*,,,
C05,勞鍱珍,1260*,,,
C06,杜本文,1692*,,,
C07,何毅淦,2577*,,,
C08,關瑞龍,2336*,,,
C09,黃健興,3620*,,,
C11,梁國鴻,2140*,,,
C13,黎志強,2309*,,,
C16,李文龍,1995*,,,
C19,許清安,2160*,,,
C23,李汝大,1750*,,,
C26,梁淑楨,1841*,,,
C27,陳啟遠,2050*,,,
C28,梁兆新,1350*,,,
C29,許林慶,1775*,,,
C30,江澤濠,1826*,,,
C31,許嘉灝,1370*,,,
C33,劉慶揚,2539*,,,
C34,李進秋,1916*,,,
C35,李鎮強,1355*,,,
C37,林翠蓮,1925*,,,
D03,張錫容,1527*,,,
D04,區諾軒,2148*,,,
D05,羅健熙,2346*,,,
D06,林啟暉,2275*,,,
D07,馮煒光,1906*,,,
D08,麥謝巧玲,2611*,,,
D09,歐立成,1723*,,,
D10,柴文瀚,2234*,,,
D11,司馬文,1445*,,,
D14,朱立威,3001*,,,
D15,徐遠華,2344*,,,
D16,馮仕耕,970*,,,
D17,"李佩英 (陳李佩英)",1689*,,,
E01,孔昭華,878*,,,
E02,葉傲冬,1504*,,,
E03,陳少棠,2063*,,,
E04,楊子熙,2242*,,,
E05,鍾港武,2401*,,,
E06,許德亮,2273*,,,
E08,涂謹申,1012*,,,
E09,黃頌,1281*,,,
E10,蔡少峰,1543*,,,
E11,劉柏祺,1701*,,,
E12,莊永燦,1076*,,,
E13,黃舒明,1537*,,,
E14,黃建新,1110*,,,
E15,仇振輝,1610*,,,
E16,梁偉權,1045*,,,
E17,關秀玲,1037*,,,
F01,"梁有方 (明楷)",1048*,,,
F03,鄭泳舜,1485*,,,
F04,秦寶山,1729*,,,
F05,李詠民,1375*,,,
F06,劉佩玉,1569*,,,
F07,衞煥南,1629*,,,
F08,梁文廣,2235*,,,
F09,馮檢基,2528*,,,
F10,覃德誠,2183*,,,
F11,黃志勇,3507*,,,
F12,黃達東,1987*,,,
F13,沈少雄,1812*,,,
F14,張永森,2204*,,,
F15,李祺逢,1312*,,,
F16,陳偉明,3403*,,,
F17,陳鏡秋,2436*,,,
F18,甄啟榮,2888*,,,
F19,郭振華,1451*,,,
F20,韋海英,2291*,,,
F21,吳美,2120*,,,
G01,莫嘉嫻,2585*,,,
G02,黃潤昌,1416*,,,
G03,李蓮,1985*,,,
G05,陸勁光,2820*,,,
G06,鄭利明,1872*,,,
G07,蕭亮聲,1632*,,,
G08,黃以謙,1554*,,,
G10,吳寶強,2335*,,,
G11,楊振宇,1427*,,,
G12,潘國華,2613*,,,
G13,李慧琼,1534*,,,
G14,潘志文,1476*,,,
G15,蕭婉嫦,1665*,,,
G16,梁美芬,2236*,,,
G17,劉偉榮,1710*,,,
G18,張仁康,1994*,,,
G19,任國棟,1360*,,,
G20,勞超傑,2650*,,,
G21,吳奮金,2821*,,,
G22,左滙雄,2835*,,,
H02,郭秀英,2870*,,,
H03,陳婉嫻,3456*,,,
H04,陳炎光,1322*,,,
H05,簡志豪,2498*,,,
H06,譚香文,2862*,,,
H07,李達仁,2877*,,,
H09,莫應帆,1878*,,,
H11,黎榮浩,3226*,,,
H12,陳安泰,2987*,,,
H14,許錦成,2748*,,,
H15,丁志威,2754*,,,
H16,袁國強,2596*,,,
H18,黃逸旭,3762*,,,
H20,胡志偉,4300*,,,
H21,黃國桐,2025*,,,
H22,沈運華,2244*,,,
H23,譚美普,1819*,,,
H24,何賢輝,1712*,,,
H25,莫健榮,2802*,,,
J01,陳華裕,1751*,,,
J02,潘任惠珍,2030*,,,
J04,潘進源,2729*,,,
J05,陳百里,2759*,,,
J06,譚肇卓,1814*,,,
J07,顏汶羽,2234*,,,
J12,黃春平,2934*,,,
J13,蘇麗珍,3210*,,,
J14,麥富寧,3201*,,,
J15,陳汶堅,1921*,,,
J16,簡銘東,3308*,,,
J19,何啟明,2019*,,,
J20,張琪騰,4050*,,,
J21,黎樹濠,1460*,,,
J22,謝淑珍,1823*,,,
J23,呂東孩,3229*,,,
J25,張順華,2923*,,,
J26,馮美雲,3067*,,,
J27,劉定安,1924*,,,
J28,徐海山,2132*,,,
J29,陳振彬,1715*,,,
J30,馬軼超,1819*,,,
J31,黃啟明,2419*,,,
J34,馮錦源,1739*,,,
J35,蘇冠聰,2423*,,,
K01,羅少傑,1863*,,,
K02,陳恒鑌,2246*,,,
K03,鄒秉恬,2209*,,,
K04,陳金霖,2072*,,,
K05,葛兆源,2511*,,,
K06,田北辰,2256*,,,
K07,李洪波,1657*,,,
K09,黃偉傑,4398*,,,
K10,林琳,1965*,,,
K11,曾文典,1913*,,,
K13,林發耿,2481*,,,
K14,陳琬琛,2761*,,,
K15,黃家華,2260*,,,
K17,陳振中,1768*,,,
L01,歐志遠,899*,,,
L02,林頌鎧,2854*,,,
L03,盧民漢,2876*,,,
L04,江鳳儀,2639*,,,
L05,曾憲康,1967*,,,
L06,陳雲生,1785*,,,
L07,朱耀華,1895*,,,
L08,吳觀鴻,2373*,,,
L10,徐帆,2513*,,,
L11,古漢強,1323*,,,
L12,蘇炤成,1416*,,,
L13,朱順雅,1447*,,,
L14,龍更新,1016*,,,
L15,張恒輝,1904*,,,
L16,嚴天生,1608*,,,
L18,蘇愛群,1934*,,,
L19,何俊仁,1876*,,,
L20,龍瑞卿,2310*,,,
L21,黃麗嫦,2533*,,,
L22,程志紅,2418*,,,
L23,李洪森,2306*,,,
L24,蘇嘉雯,1971*,,,
L25,陳文華,2882*,,,
L26,陳樹英,2111*,,,
L27,何杏梅,2732*,,,
L28,陳文偉,2771*,,,
M01,呂堅,2361*,,,
M02,袁敏兒,2344*,,,
M03,黃偉賢,2780*,,,
M04,鄺俊宇,2554*,,,
M05,蕭浪鳴,1912*,,,
M06,麥業成,1845*,,,
M08,程振明,3231*,,,
M09,張木林,2187*,,,
M12,陳思靜,2108*,,,
M14,周永勤,1698*,,,
M15,黃煒鈴,1349*,,,
M16,趙秀嫻,1911*,,,
M17,劉桂容,1838*,,,
M18,郭慶平,1735*,,,
M20,姚國威,2274*,,,
M21,鄧焯謙,1848*,,,
M22,李月民,2685*,,,
M23,陳美蓮,2459*,,,
M26,黃卓健,1032*,,,
M28,文光明,1865*,,,
M30,鄧貴有,1439*,,,
M31,黎偉雄,2747*,,,
N01,羅世恩,2159*,,,
N02,彭振聲,1365*,,,
N03,葉曜丞,2508*,,,
N04,姚銘,3062*,,,
N05,賴心,2219*,,,
N06,劉國勳,4791*,,,
N07,温和達,2885*,,,
N08,侯金林,2293*,,,
N09,藍偉良,2625*,,,
N10,曾勁聰,1447*,,,
N11,蘇西智,2773*,,,
N12,王潤強,1564*,,,
N13,黃宏滔,1896*,,,
N14,廖國華,1540*,,,
N15,温和輝,2694*,,,
N16,柯倩儀,1241*,,,
N17,鄧根年,2106*,,,
P01,李國英,1172*,,,
P02,區鎮樺,1271*,,,
P04,鄭俊平,1746*,,,
P05,王秋北,2020*,,,
P06,任啟邦,3864*,,,
P07,關永業,2780*,,,
P11,余智榮,2881*,,,
P12,"羅舜泉 (導演)",2129*,,,
P13,陳灶良,2953*,,,
P14,黃容根,2417*,,,
P15,鄭俊和,3236*,,,
P16,張國慧,1696*,,,
P18,"劉志成 (博士)",1362*,,,
P19,何大偉,1404*,,,
Q03,李家良,935*,,,
Q06,吳雪山,1623*,,,
Q08,梁里,3096*,,,
Q09,何民傑,2467*,,,
Q10,張國強,2197*,,,
Q11,陸平才,1836*,,,
Q12,周賢明,3117*,,,
Q13,林少忠,2531*,,,
Q14,譚領律,3133*,,,
Q15,區能發,2373*,,,
Q16,鍾錦麟,2221*,,,
Q17,范國威,3014*,,,
Q18,林咏然,2687*,,,
Q19,凌文海,2260*,,,
Q21,溫悅昌,2522*,,,
Q22,簡兆祺,1883*,,,
Q23,莊元苳,2493*,,,
Q24,方國珊,2885*,,,
R01,衞慶祥,1978*,,,
R02,黃宇翰,1382*,,,
R04,黃嘉榮,3060*,,,
R05,梁家輝,2455*,,,
R07,楊倩紅,2425*,,,
R08,陳國添,2781*,,,
R09,丘文俊,2296*,,,
R10,陳諾恒,2285*,,,
R11,程張迎,2317*,,,
R12,黃澤標,1723*,,,
R13,林松茵,2612*,,,
R15,吳錦雄,1873*,,,
R16,劉江華,1612*,,,
R17,李錦明,1801*,,,
R18,"董健莉 (阿莉)",3302*,,,
R19,鄧永昌,1636*,,,
R20,彭長緯,1950*,,,
R21,龐愛蘭,1640*,,,
R23,葛珮帆,2455*,,,
R24,楊文銳,2104*,,,
R25,李子榮,2180*,,,
R26,麥潤培,2680*,,,
R28,湯寶珍,3134*,,,
R29,"李世榮 (世榮)",3039*,,,
R30,鄭則文,3573*,,,
R31,楊祥利,2417*,,,
R32,容溟舟,2044*,,,
R33,姚嘉俊,2737*,,,
R34,劉偉倫,2186*,,,
R35,鄭楚光,1808*,,,
S01,梁志成,2606*,,,
S02,周偉雄,3469*,,,
S03,許祺祥,2329*,,,
S04,黃炳權,3010*,,,
S05,梁錦威,1752*,,,
S06,黃潤達,1150*,,,
S07,尹兆堅,2891*,,,
S08,梁子穎,2768*,,,
S09,梁國華,2960*,,,
S10,林紹輝,2228*,,,
S11,徐生雄,1650*,,,
S12,梁耀忠,3944*,,,
S14,朱麗玲,1923*,,,
S15,盧慧蘭,1535*,,,
S16,吳劍昇,2143*,,,
S18,劉美璐,3239*,,,
S19,譚惠珍,2536*,,,
S20,麥美娟,2404*,,,
S21,陳笑文,2594*,,,
S22,張慧晶,2548*,,,
S23,李志強,2616*,,,
S24,徐曉杰,3782*,,,
S25,梁偉文,2405*,,,
S27,林立志,1828*,,,
S28,潘小屏,2101*,,,
T01,黃福根,2526*,,,
T02,"鄧家彪 (彪)",2691*,,,
T03,老廣成,2192*,,,
T04,林悅,1509*,,,
T05,周轉香,2326*,,,
T06,容詠嫦,863*,,,
T07,安慶英,1177*,,,
T08,余麗芬,858*,,,
T08,鄺官穩,1320*,,,
